run_id,variant,fault_id,fault_family,study_scope,ablation_block,hypothesis_id,interpretation_note,faithfulness_label,intensity_level,duration_level,pending_level,train_mode,repeat_idx,seed_idx,run_seed,loadgen_seed,tp,fp,fn,tn,tpr,fpr,precision,recall,f1,mean_lead_time_s,median_lead_time_s,num_scored_alarms,pending_window_s,alarm_fp_fraction,paper_af,paper_at,paper_ntn,paper_nfp,normal_window_ticks,num_alarms_before_fault_on,prediction_target_eval,alarm_time_filter,post_bootstrap_ts,fault_on_ts,slo_proxy_ts,anomaly_quantile_level,som_smooth_k,anomaly_streak,anomaly_quantile,som_kfold,som_rows,som_cols,som_lr,som_sigma,poll_sec,bootstrap_target,expected_bootstrap_vectors,effective_bootstrap_vectors,required_bootstrap_vectors,bootstrap_vectors_ok,coverage_ok,observability_limited,top_feature,top_effect_size,degenerate_features,normal_variance_score,matching_mode,som_model_present,som_metrics_error,som_dim,som_training_steps,som_threshold_saved,som_init_trials,som_selected_fold,som_selected_init,som_validation_accuracy,som_normalization_mode,som_online_clip_mode,som_scale_mean,som_scale_std,som_scale_min,som_scale_max,som_weight_mean,som_weight_std,som_weight_frobenius,som_unit_weight_l2_mean,som_unit_weight_l2_std,som_neighbor_dist_h_mean,som_neighbor_dist_v_mean,som_umatrix_mean,som_quantization_mean_bmu_dist,som_quantization_n_samples
20260329T052721Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r01,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,1,1,3039846409,3039846409,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,18,0,18,0,injection_onset,before_any_future_fault_start,1774762249.4258509,1774762267.71683,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,371973098.8137931,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",29468979.38604237,one_to_one,True,,9,433,11.32952957642946,3,1,1,0.8518518518518519,train_max_100,none,9153652.875825811,25890430.226568792,0.29349999999999976,82382848.0,419.9157767140511,2814.9449636456384,273224.9118639978,3489.2636491753583,7792.768369297861,598.5229775880296,464.4054228988773,531.4642002434534,27373.982512674902,34
20260329T052721Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r02,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,2,1,3830491918,3830491918,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,24,0,24,0,injection_onset,before_any_future_fault_start,1774762535.9782348,1774762560.470695,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,389626084.8110346,"db_inflight,disk_fill_mb,open_fds_sim,proc_open_fds,retry_rate",29458272.03907081,one_to_one,True,,9,441,9.643775517599199,3,2,2,0.9230769230769231,train_max_100,none,9200984.32477509,26024304.119849533,0.06814999999999995,82808832.0,303.9627512277988,2345.875511098692,227086.68139541632,2429.080034126549,6667.78056006393,317.7279702925094,303.0440545051773,310.3860123988433,28422.870748531717,34
20260329T052721Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r03,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,3,1,1684223308,1684223308,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,21,0,21,0,injection_onset,before_any_future_fault_start,1774762828.34545,1774762849.35006,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,455460748.47179466,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",30439890.21910079,one_to_one,True,,9,444,9.183869774674072,3,2,1,0.9230769230769231,train_max_100,none,9187786.24089163,25986973.861207694,0.12912499999999993,82690048.0,267.9093376891112,2151.4635300074056,208135.67662978361,2130.341292052639,6145.468459518118,263.52878014568313,310.0246522697624,286.7767162077228,27206.79158040203,32
20260329T052721Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r04,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,4,1,3189698629,3189698629,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,22,0,22,0,injection_onset,before_any_future_fault_start,1774763108.699689,1774763131.006368,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,295062563.3103449,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",24068018.932189282,one_to_one,True,,9,441,8.779166829689071,3,2,0,0.9230769230769231,train_max_100,none,9225560.37517251,26093815.52704915,0.05999999999999993,83030016.0,367.27387442129157,2504.627845190001,243015.62837771606,2977.9712576758025,6985.9962685402725,459.0347229843367,457.8773492223099,458.4560361033233,30937.795541611737,33
20260329T052721Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r05,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,5,1,1546926338,1546926338,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,52,0,52,0,injection_onset,before_any_future_fault_start,1774763383.5061362,1774763436.031898,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,402698391.7037038,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",29473728.705024343,one_to_one,True,,9,443,7.9360477871135835,3,2,1,0.9230769230769231,train_max_100,none,9168671.394228674,25932909.48316545,0.06067023809523808,82518016.0,380.1870430208956,2546.6769493139104,247190.31913031926,3075.0852655182016,7086.240304733028,537.1979584591832,448.1551085709463,492.6765335150647,29394.69214297535,32
20260329T052721Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r06,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,6,1,1243538911,1243538911,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,22,0,22,0,injection_onset,before_any_future_fault_start,1774763683.352514,1774763706.012851,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,387126406.1793103,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",29476319.2458301,one_to_one,True,,9,441,6.1608477939010005,3,2,0,0.9615384615384616,train_max_100,none,9225105.25558754,26092528.281433657,0.034664705882352945,83025920.0,268.3811171977462,2175.1829817152093,210401.02169085707,2114.5147792366683,6225.742694690788,284.595776753752,310.6670493747709,297.6314130642615,28861.694567039278,34
20260329T052721Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r07,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,7,1,2208825032,2208825032,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,21,0,21,0,injection_onset,before_any_future_fault_start,1774763954.7652931,1774763976.5293188,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,325029478.4000001,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",29474304.38055416,one_to_one,True,,9,434,7.353193934084598,3,0,0,0.7777777777777778,train_max_100,none,9205535.662657546,26037176.52578821,0.04011290322580644,82849792.0,244.41278538720042,1966.0500202688663,190193.67005707946,1913.2032043417125,5627.207666830509,252.61791056760765,270.08311843952504,261.3505145035664,26750.78464990069,35
20260329T052721Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r08,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,8,1,3715287245,3715287245,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,21,0,21,0,injection_onset,before_any_future_fault_start,1774764226.221546,1774764247.595018,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,404166155.37777776,"db_inflight,disk_fill_mb,open_fds_sim,proc_open_fds,retry_rate",29468259.770879444,one_to_one,True,,9,435,4.736142244549029,3,0,0,0.7037037037037037,train_max_100,none,9221009.199428981,26080943.063785728,0.042368354253110876,82989056.0,250.11889479404726,1964.9871814388637,190160.80911974172,1924.5290751926082,5622.258852232499,272.98813519574486,256.42109042954706,264.70461281264596,29723.52058070749,32
20260329T052721Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r09,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,9,1,3651349878,3651349878,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,21,0,21,0,injection_onset,before_any_future_fault_start,1774764495.5319302,1774764517.0914948,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,264583026.75862068,"db_inflight,disk_fill_mb,open_fds_sim,proc_open_fds,retry_rate",24064846.1699747,one_to_one,True,,9,441,5.509653646969533,3,2,0,0.9230769230769231,train_max_100,none,9165030.591549536,25922611.46379422,0.042866860465116265,82485248.0,303.63856629215996,2285.617700350273,221347.03680981652,2406.2390723180342,6485.076359357684,332.3794861982089,294.11452815473405,313.2470071764714,27798.81026689366,33
20260329T052721Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r10,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,10,1,2302175783,2302175783,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,22,0,22,0,injection_onset,before_any_future_fault_start,1774764763.1321468,1774764785.834929,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,303325621.84827584,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",24065081.210669298,one_to_one,True,,9,441,5.382005637196684,3,2,1,0.8461538461538461,train_max_100,none,9237848.369951205,26128571.24140404,0.043830645161290295,83140608.0,273.0876659197154,2151.4510892098406,208196.50523955905,2146.725443248275,6141.778067804769,263.3688657971266,309.3619122407892,286.3653890189579,28993.782082596954,33
20260329T052721Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r01,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,1,1,665970984,665970984,1,86,0,1,1.0,0.9885057471264368,0.011494252873563218,1.0,0.022727272727272724,88.33164501190186,88.33164501190186,87,90.0,0.9885057471264368,1.0,1.0,0,86,3,87,injection_onset,before_any_future_fault_start,1774770297.42667,1774770300.691974,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,281546216.92741656,"disk_fill_mb,open_fds_sim,retry_rate",18083116.487658646,one_to_one,True,,9,1253,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,48.39208881461636,54.22007833512468,6976.770628303102,207.4237274311065,67.15577182316503,6.380027419289639,7.423142621496047,6.901585020392843,21242.170618001583,91
20260329T052721Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r02,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,2,1,1922677847,1922677847,1,93,0,1,1.0,0.9893617021276596,0.010638297872340425,1.0,0.021052631578947368,64.08638858795166,64.08638858795166,94,90.0,0.9893617021276596,1.0,1.0,0,93,4,94,injection_onset,before_any_future_fault_start,1774770550.786038,1774770554.8724961,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,270317842.26432747,"disk_fill_mb,open_fds_sim,retry_rate",17160163.590788413,one_to_one,True,,9,1327,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,47.301075474770506,49.34356144019746,6561.920434608572,199.70471285890528,46.55788689357041,5.022653893585993,6.023902250875276,5.523278072230634,19731.971806489462,98
20260329T052721Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r03,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,3,1,115765295,115765295,0,100,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100,90.0,1.0,1.0,0.0,0,100,3,100,injection_onset,before_any_future_fault_start,1774770803.793163,1774770807.076787,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,258829759.05020002,"disk_fill_mb,open_fds_sim,retry_rate",16556583.661875673,one_to_one,True,,9,1401,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,46.88128144169971,48.85678940271801,6500.299171116185,198.01591735237096,45.31291491744444,4.447033738669058,5.789449684641222,5.11824171165514,18601.16480388988,104
20260329T052721Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r04,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,4,1,741027350,741027350,1,106,0,1,1.0,0.9906542056074766,0.009345794392523364,1.0,0.018518518518518517,42.15592312812805,42.15592312812805,107,90.0,0.9906542056074766,1.0,1.0,0,106,3,107,injection_onset,before_any_future_fault_start,1774771055.5606349,1774771058.92877,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,249171624.59797978,"disk_fill_mb,open_fds_sim,retry_rate",15847355.566823475,one_to_one,True,,9,1476,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,46.42253648703965,46.940170189216474,6337.768096052848,194.97634700897734,34.78659725502134,3.948617013866053,5.262698840902493,4.605657927384272,17447.08868621282,111
